Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
GFSA.SCS02G05Z623015,2023.06,58644,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SCS02G05Z623015,2024.06,64018,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SCS02G05Z623015,2025.06,71099,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SCS02G05Z623016,2009.06,0,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2010.06,0,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2011.06,4229,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2012.06,4074,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2013.06,2810,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2014.06,1228,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2015.06,966,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2016.06,535,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2017.06,207,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2018.06,229,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2019.06,470,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2020.06,524,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2021.06,200,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2022.06,150,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2023.06,130,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2024.06,137,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623016,2025.06,111,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SCS02G05Z623017,2009.06,42159,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2010.06,41756,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2011.06,42287,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2012.06,34170,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2013.06,34680,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2014.06,33023,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2015.06,36307,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2016.06,39808,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2017.06,43900,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2018.06,45622,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2019.06,52144,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2020.06,53493,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2021.06,62162,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2022.06,74050,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2023.06,72248,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2024.06,76623,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623017,2025.06,76237,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SCS02G05Z623022,2009.06,2396,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2010.06,2078,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2011.06,3112,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2012.06,2913,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2013.06,2428,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2014.06,2475,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2015.06,1697,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2016.06,4227,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2017.06,3093,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2018.06,2098,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2019.06,3984,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2020.06,6550,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2021.06,3618,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2022.06,4013,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2023.06,4764,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2024.06,3931,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623022,2025.06,4315,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SCS02G05Z623023,2009.06,14659,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2010.06,13004,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2011.06,15376,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2012.06,14654,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2013.06,15605,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2014.06,15831,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2015.06,16508,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2016.06,15702,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2017.06,17818,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2018.06,20384,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2019.06,22601,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2020.06,24791,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2021.06,26616,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2022.06,36452,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2023.06,33729,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2024.06,36731,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623023,2025.06,35190,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SCS02G05Z623025,2009.06,454,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2010.06,2199,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2011.06,2168,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2012.06,2249,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2013.06,2291,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2014.06,2142,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2015.06,2299,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2016.06,1897,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2017.06,1837,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2018.06,2053,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2019.06,2327,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2020.06,2538,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2021.06,2479,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2022.06,5324,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2023.06,5588,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2024.06,5522,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z623025,2025.06,5720,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SCS02G05Z629999,2009.06,116808,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2010.06,120794,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2011.06,139396,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2012.06,131047,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2013.06,131669,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2014.06,134473,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2015.06,147882,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2016.06,155417,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2017.06,170359,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2018.06,178995,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2019.06,189644,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2020.06,214734,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2021.06,266876,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2022.06,284470,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2023.06,273651,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2024.06,298666,REVISED,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G05Z629999,2025.06,308188,FINAL,"Central Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SCS02G06Z616111,2009.06,41560,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2010.06,40907,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2011.06,42743,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2012.06,44408,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2013.06,45668,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2014.06,48892,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2015.06,52006,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2016.06,55619,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2017.06,60931,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2018.06,70755,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2019.06,78992,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2020.06,81453,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2021.06,90890,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2022.06,105223,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2023.06,122649,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2024.06,129511,REVISED,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616111,2025.06,134204,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SCS02G06Z616112,2009.06,2990,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2010.06,3689,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2011.06,3144,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2012.06,3001,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2013.06,2926,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2014.06,2939,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2015.06,2933,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2016.06,3017,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2017.06,3163,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2018.06,3379,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2019.06,3532,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2020.06,3557,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2021.06,3747,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2022.06,4008,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2023.06,4362,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2024.06,4614,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616112,2025.06,4825,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SCS02G06Z616113,2009.06,7202,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2010.06,7381,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2011.06,7545,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2012.06,7809,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2013.06,8048,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2014.06,8414,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2015.06,8805,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2016.06,9293,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2017.06,9677,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2018.06,10216,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2019.06,10687,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2020.06,10956,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
GFSA.SCS02G06Z616113,2021.06,11427,FINAL,"Central Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Other fixed assets,,,Dollars,6
