Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
GFSA.SCS04G101112,2012.06,10245,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2013.06,11099,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2014.06,11600,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2015.06,12675,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2016.06,13728,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2017.06,15422,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2018.06,16344,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2019.06,18459,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2020.06,15146,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2021.06,19934,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2022.06,24751,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2023.06,21105,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2024.06,22569,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101112,2025.06,21614,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Payable by corporations,,,,Dollars,6
GFSA.SCS04G101113,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G101113,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Income, Profits and Capital Gains",Government Financial Statistics - GFS,"Taxes on income, profits, and capital gains",Unallocable,,,,Dollars,6
GFSA.SCS04G111130,2009.06,1,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2010.06,2,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2011.06,2,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111130,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Total,,,,Dollars,6
GFSA.SCS04G111131,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111131,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on immovable property,,,,Dollars,6
GFSA.SCS04G111132,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111132,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Recurrent taxes on net worth,,,,Dollars,6
GFSA.SCS04G111133,2009.06,1,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2010.06,2,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2011.06,2,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111133,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,"Estate, inheritence, and gift taxes",,,,Dollars,6
GFSA.SCS04G111134,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111134,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Taxes on financial and capital transactions,,,,Dollars,6
GFSA.SCS04G111135,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2022.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2023.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2024.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111135,2025.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other non-recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2009.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2010.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2011.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2012.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2013.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2014.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2015.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2016.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2017.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2018.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2019.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2020.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
GFSA.SCS04G111136,2021.06,0,FINAL,"Central Government, Taxation Revenue, Taxes on Property",Government Financial Statistics - GFS,Taxes on property,Other recurrent taxes on property,,,,Dollars,6
