"hlpi_name","series_ref","quarter","hlpi","nzhec","nzhec_name","nzhec_short","level","index","change.q","change.a"
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2012Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",985,-3.8,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2012Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",992,0.7,-2.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2012Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",995,0.3,5.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2013Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",942,-5.3,-8
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2013Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",979,3.9,-0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2013Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1017,3.9,2.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2013Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1010,-0.7,1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2014Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1001,-0.9,6.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2014Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1000,-0.1,2.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2014Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",944,-5.6,-7.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2014Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",919,-2.6,-9
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2015Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",966,5.1,-3.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2015Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",906,-6.2,-9.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2015Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",872,-3.8,-7.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2015Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",890,2.1,-3.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2016Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",922,3.6,-4.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2016Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",951,3.1,5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2016Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",983,3.4,12.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2016Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",942,-4.2,5.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2017Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",950,0.8,3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2017Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",996,4.8,4.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2017Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",980,-1.6,-0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2017Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",922,-5.9,-2.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2018Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",948,2.8,-0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2018Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",981,3.5,-1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2018Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1008,2.8,2.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2018Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",932,-7.5,1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2019Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",955,2.5,0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2019Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",984,3,0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2019Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",994,1,-1.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2019Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",966,-2.8,3.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2020Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",978,1.2,2.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2020Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1002,2.5,1.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2020Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1020,1.8,2.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2020Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1001,-1.9,3.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2021Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",994,-0.7,1.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2021Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",933,-6.1,-6.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2021Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1061,13.7,4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2021Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1030,-2.9,2.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2022Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1001,-2.8,0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2022Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1029,2.8,10.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2022Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1000,-2.8,-5.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2022Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1133,13.3,10
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2023Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1085,-4.2,8.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2023Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1113,2.6,8.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2023Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1076,-3.3,7.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2023Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1196,11.2,5.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2024Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1120,-6.4,3.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2024Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1115,-0.4,0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2024Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1060,-4.9,-1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2024Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1065,0.5,-11
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2025Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1084,1.8,-3.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2025Q2","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1069,-1.4,-4.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2025Q3","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1060,-0.8,0
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2025Q4","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1035,-2.4,-2.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1054","2026Q1","expq1","5.4","Glassware, tableware and household utensils","Utensils","subgroup",1099,6.2,1.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2008Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",904,NA,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2008Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",914,1.1,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2008Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",941,3,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2009Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",983,4.5,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2009Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1023,4.1,13.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2009Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1028,0.5,12.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2009Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1008,-1.9,7.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2010Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1011,0.3,2.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2010Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1010,-0.1,-1.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2010Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1004,-0.6,-2.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2010Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1013,0.9,0.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2011Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1017,0.4,0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2011Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1013,-0.4,0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2011Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1010,-0.3,0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2011Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1003,-0.7,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2012Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1005,0.2,-1.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2012Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",989,-1.6,-2.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2012Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",990,0.1,-2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2012Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1001,1.1,-0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2013Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1010,0.9,0.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2013Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",998,-1.2,0.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2013Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1008,1,1.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2013Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1002,-0.6,0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2014Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1006,0.4,-0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2014Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1000,-0.6,0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2014Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1007,0.7,-0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2014Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",991,-1.6,-1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2015Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1000,0.9,-0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2015Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1003,0.3,0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2015Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1009,0.6,0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2015Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",998,-1.1,0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2016Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1004,0.6,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2016Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",994,-1,-0.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2016Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1002,0.8,-0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2016Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1013,1.1,1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2017Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1015,0.2,1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2017Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1010,-0.5,1.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2017Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",992,-1.8,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2017Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",967,-2.5,-4.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2018Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",976,0.9,-3.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2018Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",983,0.7,-2.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2018Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",967,-1.6,-2.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2018Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",956,-1.1,-1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2019Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",980,2.5,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2019Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",978,-0.2,-0.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2019Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",974,-0.4,0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2019Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",973,-0.1,1.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2020Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",966,-0.7,-1.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2020Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",965,-0.1,-1.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2020Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",977,1.2,0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2020Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",976,-0.1,0.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2021Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",978,0.2,1.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2021Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",984,0.6,2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2021Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",985,0.1,0.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2021Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1015,3,4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2022Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1025,1,4.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2022Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1062,3.6,7.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2022Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1082,1.9,9.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2022Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1095,1.2,7.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2023Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1101,0.5,7.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2023Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1145,4,7.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2023Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1146,0.1,5.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2023Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1137,-0.8,3.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2024Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1149,1.1,4.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2024Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1105,-3.8,-3.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2024Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1098,-0.6,-4.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2024Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1105,0.6,-2.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2025Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1094,-1,-4.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2025Q2","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1098,0.4,-0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2025Q3","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1098,0,0
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2025Q4","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1075,-2.1,-2.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1055","2026Q1","expq1","5.5","Tools and equipment for house and garden","Tools","subgroup",1054,-2,-3.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2008Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1005,NA,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2008Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1029,2.4,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2008Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1011,-1.7,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2009Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1030,1.9,NA
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2009Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1031,0.1,2.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2009Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1057,2.5,2.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2009Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1027,-2.8,1.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2010Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1032,0.5,0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2010Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",998,-3.3,-3.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2010Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1006,0.8,-4.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2010Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1004,-0.2,-2.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2011Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1013,0.9,-1.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2011Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1025,1.2,2.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2011Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1012,-1.3,0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2011Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1008,-0.4,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2012Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1009,0.1,-0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2012Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1005,-0.4,-2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2012Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1012,0.7,0
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2012Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",992,-2,-1.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2013Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",994,0.2,-1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2013Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",995,0.1,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2013Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1013,1.8,0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2013Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",996,-1.7,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2014Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",993,-0.3,-0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2014Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1000,0.7,0.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2014Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1008,0.8,-0.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2014Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",990,-1.8,-0.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2015Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",994,0.4,0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2015Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",1011,1.7,1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2015Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",977,-3.4,-3.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2015Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",962,-1.5,-2.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2016Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",967,0.5,-2.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2016Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",961,-0.6,-4.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2016Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",961,0,-1.6
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2016Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",952,-0.9,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2017Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",960,0.8,-0.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2017Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",950,-1,-1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2017Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",960,1.1,-0.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2017Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",948,-1.2,-0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2018Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",958,1.1,-0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2018Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",959,0.1,0.9
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2018Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",977,1.9,1.8
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2018Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",970,-0.7,2.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2019Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",956,-1.4,-0.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2019Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",975,2,1.7
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2019Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",962,-1.3,-1.5
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2019Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",974,1.2,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2020Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",978,0.4,2.3
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2020Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",987,0.9,1.2
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2020Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",973,-1.4,1.1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2020Q4","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",960,-1.3,-1.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2021Q1","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",968,0.8,-1
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2021Q2","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",991,2.4,0.4
"Expenditure quintile 1 (low)","HPIQ.SEQ1056","2021Q3","expq1","5.6","Other household supplies and services","Other supplies and services","subgroup",996,0.5,2.4
