"hlpi_name","series_ref","quarter","hlpi","nzhec","nzhec_name","nzhec_short","level","index","change.q","change.a"
"All households","HPIQ.SALL01","2008Q2","allhh","1","Food","Food","group",870,NA,NA
"All households","HPIQ.SALL01","2008Q3","allhh","1","Food","Food","group",903,3.8,NA
"All households","HPIQ.SALL01","2008Q4","allhh","1","Food","Food","group",918,1.7,NA
"All households","HPIQ.SALL01","2009Q1","allhh","1","Food","Food","group",927,1,NA
"All households","HPIQ.SALL01","2009Q2","allhh","1","Food","Food","group",935,0.9,7.5
"All households","HPIQ.SALL01","2009Q3","allhh","1","Food","Food","group",949,1.5,5.1
"All households","HPIQ.SALL01","2009Q4","allhh","1","Food","Food","group",929,-2.1,1.2
"All households","HPIQ.SALL01","2010Q1","allhh","1","Food","Food","group",938,1,1.2
"All households","HPIQ.SALL01","2010Q2","allhh","1","Food","Food","group",929,-1,-0.6
"All households","HPIQ.SALL01","2010Q3","allhh","1","Food","Food","group",952,2.5,0.3
"All households","HPIQ.SALL01","2010Q4","allhh","1","Food","Food","group",974,2.3,4.8
"All households","HPIQ.SALL01","2011Q1","allhh","1","Food","Food","group",985,1.1,5
"All households","HPIQ.SALL01","2011Q2","allhh","1","Food","Food","group",996,1.1,7.2
"All households","HPIQ.SALL01","2011Q3","allhh","1","Food","Food","group",1013,1.7,6.4
"All households","HPIQ.SALL01","2011Q4","allhh","1","Food","Food","group",990,-2.3,1.6
"All households","HPIQ.SALL01","2012Q1","allhh","1","Food","Food","group",991,0.1,0.6
"All households","HPIQ.SALL01","2012Q2","allhh","1","Food","Food","group",990,-0.1,-0.6
"All households","HPIQ.SALL01","2012Q3","allhh","1","Food","Food","group",1001,1.1,-1.2
"All households","HPIQ.SALL01","2012Q4","allhh","1","Food","Food","group",985,-1.6,-0.5
"All households","HPIQ.SALL01","2013Q1","allhh","1","Food","Food","group",992,0.7,0.1
"All households","HPIQ.SALL01","2013Q2","allhh","1","Food","Food","group",992,0,0.2
"All households","HPIQ.SALL01","2013Q3","allhh","1","Food","Food","group",1010,1.8,0.9
"All households","HPIQ.SALL01","2013Q4","allhh","1","Food","Food","group",998,-1.2,1.3
"All households","HPIQ.SALL01","2014Q1","allhh","1","Food","Food","group",999,0.1,0.7
"All households","HPIQ.SALL01","2014Q2","allhh","1","Food","Food","group",1000,0.1,0.8
"All households","HPIQ.SALL01","2014Q3","allhh","1","Food","Food","group",1002,0.2,-0.8
"All households","HPIQ.SALL01","2014Q4","allhh","1","Food","Food","group",995,-0.7,-0.3
"All households","HPIQ.SALL01","2015Q1","allhh","1","Food","Food","group",1006,1.1,0.7
"All households","HPIQ.SALL01","2015Q2","allhh","1","Food","Food","group",1003,-0.3,0.3
"All households","HPIQ.SALL01","2015Q3","allhh","1","Food","Food","group",1008,0.5,0.6
"All households","HPIQ.SALL01","2015Q4","allhh","1","Food","Food","group",985,-2.3,-1
"All households","HPIQ.SALL01","2016Q1","allhh","1","Food","Food","group",998,1.3,-0.8
"All households","HPIQ.SALL01","2016Q2","allhh","1","Food","Food","group",1000,0.2,-0.3
"All households","HPIQ.SALL01","2016Q3","allhh","1","Food","Food","group",1005,0.5,-0.3
"All households","HPIQ.SALL01","2016Q4","allhh","1","Food","Food","group",992,-1.3,0.7
"All households","HPIQ.SALL01","2017Q1","allhh","1","Food","Food","group",1016,2.4,1.8
"All households","HPIQ.SALL01","2017Q2","allhh","1","Food","Food","group",1023,0.7,2.3
"All households","HPIQ.SALL01","2017Q3","allhh","1","Food","Food","group",1035,1.2,3
"All households","HPIQ.SALL01","2017Q4","allhh","1","Food","Food","group",1017,-1.7,2.5
"All households","HPIQ.SALL01","2018Q1","allhh","1","Food","Food","group",1022,0.5,0.6
"All households","HPIQ.SALL01","2018Q2","allhh","1","Food","Food","group",1028,0.6,0.5
"All households","HPIQ.SALL01","2018Q3","allhh","1","Food","Food","group",1035,0.7,0
"All households","HPIQ.SALL01","2018Q4","allhh","1","Food","Food","group",1021,-1.4,0.4
"All households","HPIQ.SALL01","2019Q1","allhh","1","Food","Food","group",1034,1.3,1.2
"All households","HPIQ.SALL01","2019Q2","allhh","1","Food","Food","group",1038,0.4,1
"All households","HPIQ.SALL01","2019Q3","allhh","1","Food","Food","group",1052,1.3,1.6
"All households","HPIQ.SALL01","2019Q4","allhh","1","Food","Food","group",1047,-0.5,2.5
"All households","HPIQ.SALL01","2020Q1","allhh","1","Food","Food","group",1068,2,3.3
"All households","HPIQ.SALL01","2020Q2","allhh","1","Food","Food","group",1077,0.8,3.8
"All households","HPIQ.SALL01","2020Q3","allhh","1","Food","Food","group",1090,1.2,3.6
"All households","HPIQ.SALL01","2020Q4","allhh","1","Food","Food","group",1072,-1.7,2.4
"All households","HPIQ.SALL01","2021Q1","allhh","1","Food","Food","group",1077,0.5,0.8
"All households","HPIQ.SALL01","2021Q2","allhh","1","Food","Food","group",1093,1.5,1.5
"All households","HPIQ.SALL01","2021Q3","allhh","1","Food","Food","group",1123,2.7,3
"All households","HPIQ.SALL01","2021Q4","allhh","1","Food","Food","group",1116,-0.6,4.1
"All households","HPIQ.SALL01","2022Q1","allhh","1","Food","Food","group",1152,3.2,7
"All households","HPIQ.SALL01","2022Q2","allhh","1","Food","Food","group",1166,1.2,6.7
"All households","HPIQ.SALL01","2022Q3","allhh","1","Food","Food","group",1214,4.1,8.1
"All households","HPIQ.SALL01","2022Q4","allhh","1","Food","Food","group",1238,2,10.9
"All households","HPIQ.SALL01","2023Q1","allhh","1","Food","Food","group",1287,4,11.7
"All households","HPIQ.SALL01","2023Q2","allhh","1","Food","Food","group",1314,2.1,12.7
"All households","HPIQ.SALL01","2023Q3","allhh","1","Food","Food","group",1323,0.7,9
"All households","HPIQ.SALL01","2023Q4","allhh","1","Food","Food","group",1308,-1.1,5.7
"All households","HPIQ.SALL01","2024Q1","allhh","1","Food","Food","group",1314,0.5,2.1
"All households","HPIQ.SALL01","2024Q2","allhh","1","Food","Food","group",1312,-0.2,-0.2
"All households","HPIQ.SALL01","2024Q3","allhh","1","Food","Food","group",1330,1.4,0.5
"All households","HPIQ.SALL01","2024Q4","allhh","1","Food","Food","group",1323,-0.5,1.1
"All households","HPIQ.SALL01","2025Q1","allhh","1","Food","Food","group",1347,1.8,2.5
"All households","HPIQ.SALL01","2025Q2","allhh","1","Food","Food","group",1369,1.6,4.3
"All households","HPIQ.SALL01","2025Q3","allhh","1","Food","Food","group",1394,1.8,4.8
"All households","HPIQ.SALL01","2025Q4","allhh","1","Food","Food","group",1382,-0.9,4.5
"All households","HPIQ.SALL01","2026Q1","allhh","1","Food","Food","group",1403,1.5,4.2
"All households","HPIQ.SALL011","2008Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",868,NA,NA
"All households","HPIQ.SALL011","2008Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",983,13.2,NA
"All households","HPIQ.SALL011","2008Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",939,-4.5,NA
"All households","HPIQ.SALL011","2009Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",933,-0.6,NA
"All households","HPIQ.SALL011","2009Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",937,0.4,7.9
"All households","HPIQ.SALL011","2009Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",992,5.9,0.9
"All households","HPIQ.SALL011","2009Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",887,-10.6,-5.5
"All households","HPIQ.SALL011","2010Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",908,2.4,-2.7
"All households","HPIQ.SALL011","2010Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",877,-3.4,-6.4
"All households","HPIQ.SALL011","2010Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",982,12,-1
"All households","HPIQ.SALL011","2010Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",984,0.2,10.9
"All households","HPIQ.SALL011","2011Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",992,0.8,9.3
"All households","HPIQ.SALL011","2011Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",985,-0.7,12.3
"All households","HPIQ.SALL011","2011Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1070,8.6,9
"All households","HPIQ.SALL011","2011Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",917,-14.3,-6.8
"All households","HPIQ.SALL011","2012Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",926,1,-6.7
"All households","HPIQ.SALL011","2012Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",959,3.6,-2.6
"All households","HPIQ.SALL011","2012Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1070,11.6,0
"All households","HPIQ.SALL011","2012Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",985,-7.9,7.4
"All households","HPIQ.SALL011","2013Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",973,-1.2,5.1
"All households","HPIQ.SALL011","2013Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",983,1,2.5
"All households","HPIQ.SALL011","2013Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1089,10.8,1.8
"All households","HPIQ.SALL011","2013Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",962,-11.7,-2.3
"All households","HPIQ.SALL011","2014Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",957,-0.5,-1.6
"All households","HPIQ.SALL011","2014Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1000,4.5,1.7
"All households","HPIQ.SALL011","2014Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1051,5.1,-3.5
"All households","HPIQ.SALL011","2014Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",980,-6.8,1.9
"All households","HPIQ.SALL011","2015Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1038,5.9,8.5
"All households","HPIQ.SALL011","2015Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1019,-1.8,1.9
"All households","HPIQ.SALL011","2015Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1111,9,5.7
"All households","HPIQ.SALL011","2015Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1009,-9.2,3
"All households","HPIQ.SALL011","2016Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1040,3.1,0.2
"All households","HPIQ.SALL011","2016Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1074,3.3,5.4
"All households","HPIQ.SALL011","2016Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1120,4.3,0.8
"All households","HPIQ.SALL011","2016Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1011,-9.7,0.2
"All households","HPIQ.SALL011","2017Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1083,7.1,4.1
"All households","HPIQ.SALL011","2017Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1168,7.8,8.8
"All households","HPIQ.SALL011","2017Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1191,2,6.3
"All households","HPIQ.SALL011","2017Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1060,-11,4.8
"All households","HPIQ.SALL011","2018Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1073,1.2,-0.9
"All households","HPIQ.SALL011","2018Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1098,2.3,-6
"All households","HPIQ.SALL011","2018Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1121,2.1,-5.9
"All households","HPIQ.SALL011","2018Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",992,-11.5,-6.4
"All households","HPIQ.SALL011","2019Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1048,5.6,-2.3
"All households","HPIQ.SALL011","2019Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1046,-0.2,-4.7
"All households","HPIQ.SALL011","2019Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1064,1.7,-5.1
"All households","HPIQ.SALL011","2019Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1005,-5.5,1.3
"All households","HPIQ.SALL011","2020Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1050,4.5,0.2
"All households","HPIQ.SALL011","2020Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1094,4.2,4.6
"All households","HPIQ.SALL011","2020Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1217,11.2,14.4
"All households","HPIQ.SALL011","2020Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1081,-11.2,7.6
"All households","HPIQ.SALL011","2021Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1084,0.3,3.2
"All households","HPIQ.SALL011","2021Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1155,6.5,5.6
"All households","HPIQ.SALL011","2021Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1281,10.9,5.3
"All households","HPIQ.SALL011","2021Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1156,-9.8,6.9
"All households","HPIQ.SALL011","2022Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1265,9.4,16.7
"All households","HPIQ.SALL011","2022Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1252,-1,8.4
"All households","HPIQ.SALL011","2022Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1456,16.3,13.7
"All households","HPIQ.SALL011","2022Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1392,-4.4,20.4
"All households","HPIQ.SALL011","2023Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1527,9.7,20.7
"All households","HPIQ.SALL011","2023Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1518,-0.6,21.2
"All households","HPIQ.SALL011","2023Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1530,0.8,5.1
"All households","HPIQ.SALL011","2023Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1441,-5.8,3.5
"All households","HPIQ.SALL011","2024Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1412,-2,-7.5
"All households","HPIQ.SALL011","2024Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1307,-7.4,-13.9
"All households","HPIQ.SALL011","2024Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1371,4.9,-10.4
"All households","HPIQ.SALL011","2024Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1309,-4.5,-9.2
"All households","HPIQ.SALL011","2025Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1329,1.5,-5.9
"All households","HPIQ.SALL011","2025Q2","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1367,2.9,4.6
"All households","HPIQ.SALL011","2025Q3","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1481,8.3,8
"All households","HPIQ.SALL011","2025Q4","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1360,-8.2,3.9
"All households","HPIQ.SALL011","2026Q1","allhh","1.1","Fruit and vegetables","Fruit & veg","subgroup",1427,4.9,7.4
"All households","HPIQ.SALL012","2008Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",869,NA,NA
"All households","HPIQ.SALL012","2008Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",895,3,NA
"All households","HPIQ.SALL012","2008Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",949,6,NA
"All households","HPIQ.SALL012","2009Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",950,0.1,NA
"All households","HPIQ.SALL012","2009Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",962,1.3,10.7
"All households","HPIQ.SALL012","2009Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",968,0.6,8.2
"All households","HPIQ.SALL012","2009Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",957,-1.1,0.8
"All households","HPIQ.SALL012","2010Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",961,0.4,1.2
"All households","HPIQ.SALL012","2010Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",938,-2.4,-2.5
"All households","HPIQ.SALL012","2010Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",955,1.8,-1.3
"All households","HPIQ.SALL012","2010Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",983,2.9,2.7
"All households","HPIQ.SALL012","2011Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",998,1.5,3.9
"All households","HPIQ.SALL012","2011Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1003,0.5,6.9
"All households","HPIQ.SALL012","2011Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1014,1.1,6.2
"All households","HPIQ.SALL012","2011Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1001,-1.3,1.8
"All households","HPIQ.SALL012","2012Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",997,-0.4,-0.1
"All households","HPIQ.SALL012","2012Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",991,-0.6,-1.2
"All households","HPIQ.SALL012","2012Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",992,0.1,-2.2
"All households","HPIQ.SALL012","2012Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",997,0.5,-0.4
"All households","HPIQ.SALL012","2013Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1006,0.9,0.9
"All households","HPIQ.SALL012","2013Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",999,-0.7,0.8
"All households","HPIQ.SALL012","2013Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1006,0.7,1.4
"All households","HPIQ.SALL012","2013Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1016,1,1.9
"All households","HPIQ.SALL012","2014Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1008,-0.8,0.2
"All households","HPIQ.SALL012","2014Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1000,-0.8,0.1
"All households","HPIQ.SALL012","2014Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",993,-0.7,-1.3
"All households","HPIQ.SALL012","2014Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1011,1.8,-0.5
"All households","HPIQ.SALL012","2015Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1014,0.3,0.6
"All households","HPIQ.SALL012","2015Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1009,-0.5,0.9
"All households","HPIQ.SALL012","2015Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1000,-0.9,0.7
"All households","HPIQ.SALL012","2015Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",990,-1,-2.1
"All households","HPIQ.SALL012","2016Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1006,1.6,-0.8
"All households","HPIQ.SALL012","2016Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",985,-2.1,-2.4
"All households","HPIQ.SALL012","2016Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",983,-0.2,-1.7
"All households","HPIQ.SALL012","2016Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",985,0.2,-0.5
"All households","HPIQ.SALL012","2017Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",992,0.7,-1.4
"All households","HPIQ.SALL012","2017Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",990,-0.2,0.5
"All households","HPIQ.SALL012","2017Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",995,0.5,1.2
"All households","HPIQ.SALL012","2017Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",992,-0.3,0.7
"All households","HPIQ.SALL012","2018Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1000,0.8,0.8
"All households","HPIQ.SALL012","2018Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",997,-0.3,0.7
"All households","HPIQ.SALL012","2018Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",995,-0.2,0
"All households","HPIQ.SALL012","2018Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1023,2.8,3.1
"All households","HPIQ.SALL012","2019Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1021,-0.2,2.1
"All households","HPIQ.SALL012","2019Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1023,0.2,2.6
"All households","HPIQ.SALL012","2019Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1058,3.4,6.3
"All households","HPIQ.SALL012","2019Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1072,1.3,4.8
"All households","HPIQ.SALL012","2020Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1091,1.8,6.9
"All households","HPIQ.SALL012","2020Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1072,-1.7,4.8
"All households","HPIQ.SALL012","2020Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1076,0.4,1.7
"All households","HPIQ.SALL012","2020Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1073,-0.3,0.1
"All households","HPIQ.SALL012","2021Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1066,-0.7,-2.3
"All households","HPIQ.SALL012","2021Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1067,0.1,-0.5
"All households","HPIQ.SALL012","2021Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1096,2.7,1.9
"All households","HPIQ.SALL012","2021Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1106,0.9,3.1
"All households","HPIQ.SALL012","2022Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1143,3.3,7.2
"All households","HPIQ.SALL012","2022Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1144,0.1,7.2
"All households","HPIQ.SALL012","2022Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1176,2.8,7.3
"All households","HPIQ.SALL012","2022Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1225,4.2,10.8
"All households","HPIQ.SALL012","2023Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1244,1.6,8.8
"All households","HPIQ.SALL012","2023Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1265,1.7,10.6
"All households","HPIQ.SALL012","2023Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1269,0.3,7.9
"All households","HPIQ.SALL012","2023Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1255,-1.1,2.4
"All households","HPIQ.SALL012","2024Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1251,-0.3,0.6
"All households","HPIQ.SALL012","2024Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1256,0.4,-0.7
"All households","HPIQ.SALL012","2024Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1271,1.2,0.2
"All households","HPIQ.SALL012","2024Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1280,0.7,2
"All households","HPIQ.SALL012","2025Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1299,1.5,3.8
"All households","HPIQ.SALL012","2025Q2","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1316,1.3,4.8
"All households","HPIQ.SALL012","2025Q3","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1363,3.6,7.2
"All households","HPIQ.SALL012","2025Q4","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1373,0.7,7.3
"All households","HPIQ.SALL012","2026Q1","allhh","1.2","Meat, poultry and fish","Meat","subgroup",1399,1.9,7.7
"All households","HPIQ.SALL013","2008Q2","allhh","1.3","Grocery food","Grocery food","subgroup",882,NA,NA
"All households","HPIQ.SALL013","2008Q3","allhh","1.3","Grocery food","Grocery food","subgroup",902,2.3,NA
"All households","HPIQ.SALL013","2008Q4","allhh","1.3","Grocery food","Grocery food","subgroup",926,2.7,NA
"All households","HPIQ.SALL013","2009Q1","allhh","1.3","Grocery food","Grocery food","subgroup",939,1.4,NA
"All households","HPIQ.SALL013","2009Q2","allhh","1.3","Grocery food","Grocery food","subgroup",944,0.5,7
"All households","HPIQ.SALL013","2009Q3","allhh","1.3","Grocery food","Grocery food","subgroup",950,0.6,5.3
"All households","HPIQ.SALL013","2009Q4","allhh","1.3","Grocery food","Grocery food","subgroup",940,-1.1,1.5
"All households","HPIQ.SALL013","2010Q1","allhh","1.3","Grocery food","Grocery food","subgroup",952,1.3,1.4
"All households","HPIQ.SALL013","2010Q2","allhh","1.3","Grocery food","Grocery food","subgroup",950,-0.2,0.6
"All households","HPIQ.SALL013","2010Q3","allhh","1.3","Grocery food","Grocery food","subgroup",962,1.3,1.3
"All households","HPIQ.SALL013","2010Q4","allhh","1.3","Grocery food","Grocery food","subgroup",988,2.7,5.1
"All households","HPIQ.SALL013","2011Q1","allhh","1.3","Grocery food","Grocery food","subgroup",999,1.1,4.9
"All households","HPIQ.SALL013","2011Q2","allhh","1.3","Grocery food","Grocery food","subgroup",1015,1.6,6.8
"All households","HPIQ.SALL013","2011Q3","allhh","1.3","Grocery food","Grocery food","subgroup",1021,0.6,6.1
"All households","HPIQ.SALL013","2011Q4","allhh","1.3","Grocery food","Grocery food","subgroup",1020,-0.1,3.2
"All households","HPIQ.SALL013","2012Q1","allhh","1.3","Grocery food","Grocery food","subgroup",1021,0.1,2.2
"All households","HPIQ.SALL013","2012Q2","allhh","1.3","Grocery food","Grocery food","subgroup",1010,-1.1,-0.5
"All households","HPIQ.SALL013","2012Q3","allhh","1.3","Grocery food","Grocery food","subgroup",995,-1.5,-2.5
"All households","HPIQ.SALL013","2012Q4","allhh","1.3","Grocery food","Grocery food","subgroup",984,-1.1,-3.5
"All households","HPIQ.SALL013","2013Q1","allhh","1.3","Grocery food","Grocery food","subgroup",998,1.4,-2.3
"All households","HPIQ.SALL013","2013Q2","allhh","1.3","Grocery food","Grocery food","subgroup",996,-0.2,-1.4
"All households","HPIQ.SALL013","2013Q3","allhh","1.3","Grocery food","Grocery food","subgroup",999,0.3,0.4
"All households","HPIQ.SALL013","2013Q4","allhh","1.3","Grocery food","Grocery food","subgroup",1003,0.4,1.9
"All households","HPIQ.SALL013","2014Q1","allhh","1.3","Grocery food","Grocery food","subgroup",1007,0.4,0.9
"All households","HPIQ.SALL013","2014Q2","allhh","1.3","Grocery food","Grocery food","subgroup",1000,-0.7,0.4
"All households","HPIQ.SALL013","2014Q3","allhh","1.3","Grocery food","Grocery food","subgroup",985,-1.5,-1.4
"All households","HPIQ.SALL013","2014Q4","allhh","1.3","Grocery food","Grocery food","subgroup",987,0.2,-1.6
"All households","HPIQ.SALL013","2015Q1","allhh","1.3","Grocery food","Grocery food","subgroup",987,0,-2
"All households","HPIQ.SALL013","2015Q2","allhh","1.3","Grocery food","Grocery food","subgroup",981,-0.6,-1.9
"All households","HPIQ.SALL013","2015Q3","allhh","1.3","Grocery food","Grocery food","subgroup",965,-1.6,-2
"All households","HPIQ.SALL013","2015Q4","allhh","1.3","Grocery food","Grocery food","subgroup",949,-1.7,-3.9
"All households","HPIQ.SALL013","2016Q1","allhh","1.3","Grocery food","Grocery food","subgroup",961,1.3,-2.6
